		// migemo-dictの追加辞書(Fallout4バニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

pipe revolver large bayonet	パイプリボルバー・大型バヨネット
pipe revolver small bayonet	パイプリボルバー・小型バヨネット
pipe revolver standard grip	パイプリボルバー・スタンダードグリップ
plasma gun automatic barrel	プラズマ・オートバレル
plasma gun long recon scope	プラズマ・長距離リコンスコープ
plasma gun marksman's stock	プラズマ・マークスマンストック
poseidon reservoir safe key	ポセイドン・タンクの金庫のカギ
power armor rad resist mult	パワーアーマーの放射能耐性倍率
power substation a terminal	変電所Aターミナル
powered armor frame atomcat	パワーアーマーフレーム・アトムキャット
powerful automatic receiver	パワフルオートレシーバー	強力オートレシーバー
preston garvey impersonator	プレストン・ガービーのなりすまし
principal tanner's terminal	タナー校長のターミナル
private murnahan's holotape	ムルナハン上等兵のホロテープ
production control terminal	生産管理ターミナル
protectron left hand flamer	プロテクトロン左手火炎放射器
protectron override program	プロテクトロン・オーバーライドプログラム
protectron right hand laser	プロテクトロン右手レーザー
protectron right hand shock	プロテクトロン右手ショック
prototype biometric scanner	プロトタイプ・バイオメトリック・スキャナー
puncturing boxing glove mod	ボクシンググローブ・穿孔
puncturing sledgehammer mod	スレッジハンマー・穿孔
radium rifle large magazine	ラジウムライフル・大型マガジン
raider aerodynamic limb mod	レイダー・リム・空力
raider buttressed torso mod	レイダー・胴体・強化
raider lead lined torso mod	レイダー・胴体・鉛入り裏地
railroad armored coat mk ii	レールロード・アーマーコートMk II
railroad armored coat mk iv	レールロード・アーマーコートMk IV
railroad pneumatic coat mod	レールロード・空気制御
railway rifle large bayonet	レール・大型バヨネット
reactor emergency frequency	リアクター緊急周波数
rear warmonger spiked plate	リア好戦スパイクプレート
recheckpoint less damage 90	REチェックポイントのダメージが90減少
recon scope equipped effect	リコンスコープ装備エフェクト
remove thing with the dials	ダイヤルパネルを取り除く
remove thing with the tubes	真空管パネルを取り除く
requires power to function.	起動には電力が必要です
resist: insomnia & weakness	耐性: 不眠&衰弱
restore health like stimpak	スティムパックのように体力を回復
right arm grim spiked plate	右腕残忍スパイクプレート
right hand blue space laser	右手ブルー・スペースレーザー
right hand heavy flamer gun	右手重火炎放射銃	右手重火炎放射器
right hand quantum launcher	右手クアンタムランチャー
right hand space auto laser	右手スペースオートレーザー
sentry front actuated frame	セントリー・フロント作動フレーム
sentry front barbaric plate	セントリー・フロント野蛮プレート
sentry head hydraulic frame	セントリー頭部油圧フレーム
sentry left arm cruel plate	セントリー左腕冷酷プレート
sentry left leg space armor	セントリー左脚スペースアーマー
sentry rear hydraulic frame	セントリー・リア油圧フレーム
sentry right arm grim plate	セントリー右腕残忍プレート
sentry right leg grim plate	セントリー右脚残忍プレート
sentrybotleftrocketlauncher	セントリーボット左ロケットランチャー
shipment of antiseptic - 25	殺菌剤の注文票 - 25
shipment of fertilizer - 25	肥料の注文票 - 25
shipment of fiberglass - 25	繊維ガラスの注文票 - 25
short covered sniper barrel	ショートカバースナイパーバレル
short covered welded barrel	ショートカバー溶接バレル
skylanes smuggling manifest	スカイレーンの密輸目録
smart fragmentation grenade	スマート・フラググレネード
speaker control - explosion	スピーカー制御 - 爆発音
standard epic - grip better	スタンダードエピック - グリップベター
strong is unhappy with you.	ストロングに不満を抱かれている
submachine gun muzzle brake	サブマシンガン・マズルブレーキ
submachine gun reflex sight	サブマシンガン・リフレックスサイト
subway maintenance terminal	地下鉄メンテナンスターミナル
supermutant radio broadcast	スーパーミュータントのラジオ放送
synth biocommmesh torso mod	シンス・胴体・バイオコムメッシュ
synth microcarbon torso mod	シンス・胴体・マイクロカーボン素材
synth strengthened limb mod	シンス・リム・堅牢化
temp companion command menu	仲間指示メニュー(仮)
temp companion tactics menu	仲間戦略メニュー(仮)
tesla rifle charging barrel	テスラライフル・チャージバレル
tesla rifle standard sights	テスラライフル・スタンダードサイト
thirst zapper nuka-cola mod	サースト・ザッパー: ヌカ・コーラ・モジュール
trapper lead lined limb mod	トラッパー・リム・鉛入り裏地
trapper pneumatic torso mod	トラッパー・胴体・空気制御
trapper stabilized limb mod	トラッパー・リム・安定化
unintelligible radio signal	不明瞭な無線信号
utility - hallway & doorway	ユーティリティ - 廊下&出入口
utility - hallway w/ window	ユーティリティ - 窓付きの廊下
utility substation password	共同溝の変電所のパスワード
utility substation terminal	共同溝変電所ターミナル
vault suit insulated lining	Vaultスーツ・絶縁性裏地
vault suit padded torso mod	Vaultスーツ・パッド追加
vault suit resistant lining	Vaultスーツ・耐性裏地
vertibird front left cannon	ベルチバード左前方キャノン
view from the vault, part 1	Vaultからの眺め、パート1
view from the vault, part 2	Vaultからの眺め、パート2
view from the vault, part 3	Vaultからの眺め、パート3
vim! corporate headquarters	ヴィム法人本社
water purifier - industrial	浄水器 - 工業用
weaponized nuka-cherry ammo	ヌカ・チェリー弾薬
weather change shell - rain	天候変化弾 - 雨
wicked shipping trailer key	ウィケッド・シッピングのトレーラーのカギ
xcell: fortify intelligence	X-セル: 知性を強化
10mm hair trigger receiver	10mm・ヘアトリガーレシーバー
10mm large quick eject mag	10mm・大型クイックイジェクトマガジン
10mm reflex sight (circle)	10mm・リフレックスサイト(円)
3 arm: left, middle, right	3アーム: 左、中央、右
addiction: reduce charisma	中毒:カリスマDOWN
addiction: reduce strength	中毒:筋力DOWN
airport warehouse terminal	空港倉庫のターミナル
alcohol: fortify endurance	アルコール: 持久力強化
alcohol: reduce perception	アルコール: 知覚DOWN
alien blaster short barrel	エイリアン・ショートバレル
all dlc01 robot components	すべてのDLC1ロボットの部品
aluminium baseball bat mod	バット・アルミ
america's freedom fighters	アメリカの自由の闘士
armory management terminal	兵器庫管理ターミナル	武器庫管理ターミナル
assault rifle medium scope	アサルト・中距離スコープ
assault rifle muzzle brake	アサルト・マズルブレーキ
assault rifle reflex sight	アサルト・リフレックスサイト
assault rifle short barrel	アサルト・ショートバレル
assaultron dummy voice bot	アサルトロン・ダミーボイスボット
assaultron left hand blade	アサルトロン左手ブレード
assaultron left shock claw	アサルトロン左ショッククロー
assaultron right hand claw	アサルトロン右手クロー
astoundingly awesome tales	驚くほど素晴らしい話
atom cats custom paint job	アトムキャッツ・カスタムペイントジョブ
atom cats jacket and jeans	アトムキャッツジャケット&ジーンズ
atom's devoted enchantment	アトムの信者の魔法
back factory storage armor	背面工業用ストレージアーマー
ball track - funnel - edge	ボールトラック - ファンネル - 端
black fisherman's overalls	黒の漁業者のオーバーオール
blood storage refrigerator	血液保存用冷蔵庫
bloodbug blood spit 1: vfx	ブラッドバグの飛び散った血1: VFX
book return prize terminal	図書返却機のターミナル
boosted gamma wave emitter	増幅ガンマ線放射機
broadsider standard barrel	ブロードサイダー・スタンダードバレル
brotherhood knight-captain	B.O.S.ナイト・キャプテン
brotherhood lancer-captain	B.O.S.ランサー・キャプテン
brown fisherman's overalls	茶色の漁業者のオーバーオール
cafeteria - corner doorway	カフェテリア - 角の出入口
calmex: fortify perception	カルメックス: 知覚を強化
cambridge baseball diamond	ケンブリッジの野球場
caravan distress frequency	キャラバン救難周波数
chance addiction overdrive	中毒発生 - オーバードライブ
checkered shirt and slacks	チェックシャツ&スラックス
chem: fortify intelligence	薬: 知性強化
chem: radiation resistance	薬: 放射能耐性
chestnut hillock reservoir	チェストナット・ヒロック・タンク
chief scientist's holotape	主任科学者のホロテープ
chief scientist's terminal	主席科学者のターミナル
college square station key	カレッジスクエア駅のカギ
combat lead lined limb mod	コンバット・リム・鉛入り裏地
combat pneumatic torso mod	コンバット・胴体・空気制御
combat rifle .308 receiver	ライフル・.308口径レシーバー
combat rifle large bayonet	ライフル・大型バヨネット
combat shotgun compensator	ショットガン・コンペンセイター
combat shotgun glow sights	ショットガン・グロウサイト
combat shotgun long barrel	ショットガン・ロングバレル
combat shotgun short scope	ショットガン・短距離スコープ
combat shotgun short stock	ショットガン・ショートストック
combat simulation terminal	戦闘シミュレーションのターミナル
combat stabilized limb mod	コンバット・リム・安定化
command attempt succeeded.	命令に成功
common room - wall doorway	休憩室 - 壁の出入口
construction melee onehand	建設用近接片手武器
conveyor belt - right turn	コンベアーベルト - 右折
cybernetic brain augmenter	サイバネティック・ブレイン・オーグメンター
d.b. technical high school	D.B.テクニカルハイスクール
daddyo: fortify perception	ダディオ: 知覚を強化
depot observation terminal	倉庫観察のターミナル
director override terminal	責任者のオーバーライドターミナル
disciples improved arm mod	ディサイプルズ・腕・エンハンス
disciples improved leg mod	ディサイプルズ・脚・エンハンス
disciples muffled limb mod	ディサイプルズ・リム・静音化
disciples padded torso mod	ディサイプルズ・胴体・パッド追加
disciples spiked right arm	ディサイプルズスパイクアーマー：右腕
disciples spiked right leg	ディサイプルズスパイクアーマー：右脚
disciples wrapped left arm	ディサイプルズラップアーマー：左腕
disciples wrapped left leg	ディサイプルズラップアーマー：左脚
domestic - hall to doorway	ドメスティック - 出入口に繋がる廊下
dry rock gulch theater key	ドライロックガルチ・シアターのカギ
earl sterling's body parts	アール・スターリングの身体の一部
east boston police station	イーストボストン警察
elder maxson's power armor	エルダー・マクソンのパワーアーマー
electrical hobbyist's club	電気愛好家クラブ
electrified serrated blade	帯電したノコギリ状の刃
emergency frequency rj1138	緊急時用周波数RJ1138
encrypted message holotape	暗号化されたメッセージのホロテープ
enrolled graduate students	登録済み大学院生
experiment log j-32, day 1	実験ログJ-32、1日目
experiment log j-32, day 6	実験ログJ-32、6日目
faneuil hall cashier's key	ファニエル・ホールのキャッシャーのカギ
fieldgen radiation cloak 1	フィールドジェン放射能クローク1
fieldgen radiation cloak 2	フィールドジェン放射能クローク2
fieldgen radiation cloak 3	フィールドジェン放射能クローク3
fieldgen radiation cloak 4	フィールドジェン放射能クローク4
firework shell - palm gold	花火弾 - パームゴールド
firework shell - peony red	花火弾 - ピオニーレッド
flamer vaporization nozzle	火炎放射器・気化ノズル
fort hagen armory password	ヘーゲン砦の武器庫のパスワード
fort hagen filling station	ヘーゲン砦の給油所
fort hagen satellite array	ヘーゲン砦の衛星アレイ
fortify action point regen	アクションポイント再生強化
fortify action points food	アクションポイント強化食料
fortify electricity resist	電気耐性強化
fortify energy resist food	エネルギー耐性食糧を強化
fortify explosive crafting	爆発物工作強化
fortify poison resist food	毒耐性強化食料
fortify sneak attack bonus	ステルスアタックボーナス強化
fortify strength & agility	筋力&敏捷性を強化
fortify technical crafting	テクニカル工作強化
fortify vats accuracy chem	V.A.T.S.命中率強化薬
fragmentation grenade mirv	フラググレネードMIRV
freezing spiked rocket bat	スパイク付きフリーズロケットバット
front barbaric toxic plate	フロント野蛮毒性プレート
front brutal storage plate	フロント残酷ストレージプレート
front primal storage plate	フロントノーマルストレージアーマー
front wicked noxious plate	フロント邪悪有害プレート
gained "combat medic" perk	"Combat Medic"の能力を獲得
gained "trigger rush" perk	"Trigger Rush"の能力を獲得
galactron head space armor	ギャラクトロン頭部スペースアーマー
gamma gun zeta wave barrel	ガンマ線銃・ゼータ線バレル
gatling laser beam focuser	ガトリング・ビームフォーカサー
gatling laser reflex sight	ガトリング・リフレックスサイト
gauss rifle standard stock	ガウス・スタンダードストック
giddyup buttercup back leg	ギディアップ・バターカップ後脚
gladius personnel terminal	グラディウスの個人用ターミナル
gnn employee terminal #118	GNN従業員ターミナル#118
green fisherman's overalls	緑の漁業者のオーバーオール
hallucigen master password	ハルシジェン・マスターパスワード
handmade rifle compensator	ハンドメイドライフル・コンペンセイター
handmade rifle glow sights	ハンドメイドライフル・グロウサイト
handmade rifle short scope	ハンドメイドライフル・短距離スコープ
handmade rifle short stock	ハンドメイドライフル・ショートストック
hardened piercing receiver	徹甲ハードレシーバー
harpoon gun flechettes mod	ハープーンガン・フレシェットモジュール
hazmat suit rad resistance	防護スーツ放射能耐性
heavy searing sharp rocket	鋭利重量化ヒートロケット
hester's consumer robotics	ヘスター・ロボティクス
hidden cappy contest hints	隠れキャッピーコンテストのヒント
house & carport foundation	家と簡易車庫の土台
hunting rifle .38 receiver	ハンティング・.38口径レシーバー
hunting rifle .50 receiver	ハンティング・.50口径レシーバー
hunting rifle medium scope	ハンティング・中距離スコープ
hunting rifle muzzle brake	ハンティング・マズルブレーキ
hunting rifle reflex sight	ハンティング・リフレックスサイト
hunting rifle short barrel	ハンティング・ショートバレル
ice cold nuka-cola quantum	冷えたヌカ・コーラ・クアンタム
ice cold nuka-cola victory	冷えたヌカ・コーラ・ビクトリー
industrial size shortening	業務用ショートニング
institute advanced systems	アドバンス・システム
institute em pulse grenade	インスティチュートEMパルス・グレネード
institute killer weave mod	インスティチュートウィーブ・モジュール
institute laser full stock	インスティチュート・フルストック
institute laser long scope	インスティチュート・長距離スコープ
jamaica plain archives key	ジャマイカ・プレイン・アーカイブのカギ
jamaica plain janitor's id	ジャマイカ・プレイン用務員のID
jet: fortify action points	ジェット: アクションポイントを強化
kasumi's projects: kitchen	カスミのプロジェクト：キッチン
kiddie kingdom tunnels key	キッディキングダムのトンネルのカギ
laser improved long barrel	レーザー・改良型ロングバレル
laser musket beam splitter	マスケット・ビームスプリッター
leather asbestos torso mod	レザー・胴体・石綿裏地
leather cushioned limb mod	レザー・リム・衝撃保護
leather pocketed torso mod	レザー・胴体・ポケット付き
left arm grim spiked plate	左腕残忍スパイクプレート
left hand blue space laser	左手ブルー・スペースレーザー
left hand heavy flamer gun	左手重火炎放射銃	左手重火炎放射器
left hand quantum launcher	左手クアンタムランチャー
left hand space auto laser	左手スペースオートレーザー
legendary albino deathclaw	伝説の白皮症デスクロー
legendary devolved radstag	伝説の退化したラッドスタッグ
legendary flying ant swarm	伝説の羽アリ - 群れ
legendary glowing bloatfly	伝説の発光ブロートフライ
legendary glowing bloodbug	伝説の発光ブラッドバグ
legendary glowing mirelurk	伝説の発光マイアラーク
legendary glowing mole rat	伝説の発光モールラット
legendary glowing yao guai	伝説の発光ヤオ・グアイ
legendary infected rad-rat	伝説の感染したラッドラット
legendary lieutenant gutsy	伝説のガッツィー少尉
legendary mythic deathclaw	伝説のミシック・デスクロー
legendary protectron golem	伝説のプロテクトロン・ゴーレム
legendary quantum scrapbot	伝説のクアンタム・スクラップボット
legendary quantum swarmbot	伝説のクアンタム・スウォームボット
legendary ruthless trapper	伝説の冷酷なトラッパー
legendary savage deathclaw	伝説のサヴェージ・デスクロー
legendary stalking trapper	伝説の執拗なトラッパー
legendary stingwing chaser	伝説のスティングウィング・チェイサー
legendary stingwing darter	伝説のスティングウィング・ダーター
legendary synth eradicator	伝説の人造エラディケーター
live & love - fortify luck	Live & Love - 運を強化
lone wanderer carry weight	Lone Wandererの総重量
long covered sniper barrel	ロングカバースナイパーバレル
long covered welded barrel	ロングカバー溶接バレル
mainframe control terminal	メインフレームコントロールターミナル
marine lead lined limb mod	マリーン・リム・鉛入り裏地
marine pneumatic torso mod	マリーン・胴体・空気制御
marine stabilized limb mod	マリーン・リム・安定化
marty bullfinch's holotape	マーティー・ブルフィンチのホロテープ
mass bay medical radiology	マスベイの医療放射線科
mass. pike tunnel password	マス・パイク・トンネルのパスワード
mayor mcdonough's terminal	マクドナウ市長のターミナル
metal aerodynamic limb mod	メタル・リム・空力
metal lead lined torso mod	メタル・胴体・鉛入り裏地
midship stairwell terminal	船体中央吹き抜けのターミナル
miller family radio signal	ミラー一家の無線信号
minigun accelerated barrel	ミニガン・加速バレル
missing eyes: right & left	欠けている目: 左右
mounted mirelurk king head	マイアラークキングの頭部の剥製
mr. handy arm brutal plate	Mr.ハンディ・アーム残酷プレート
mr. handy arm primal plate	Mr.ハンディ・アーム主要プレート
mr. handy arm wicked plate	Mr.ハンディ・アーム邪悪プレート
mr. handy eye primal plate	Mr.ハンディ眼部主要プレート
mr. handy front grim plate	Mr.ハンディ・フロント残忍プレート
mr. handy left hand flamer	Mr.ハンディ・左手火炎放射器
mr. handy left hand pincer	Mr.ハンディ左手ピンサー
mr. handy rear cruel plate	Mr.ハンディ・リア冷酷プレート
mr. handy right hand laser	Mr.ハンディ・右手レーザー
mr. handy top primal plate	Mr.ハンディ・トップ主要プレート
museum operations terminal	博物館操作ターミナル
national park headquarters	国立公園本部
need blue and yellow paint	青と黄色のペンキ缶が必要
note from brother hoberman	ブラザー・ホバーマンからのメモ
nuka-cola bottlecap statue	ヌカ・コーラ・ボトルキャップの像
nuka-nuke shell blueprints	ヌカ・ニュークの弾薬の図面
nukacola quantum addiction	ヌカ・コーラ・クアンタム中毒
old granary burying ground	旧グラナリー墓地
old longfellow hated that.	オールド・ロングフェローを怒らせた
old longfellow liked that.	オールド・ロングフェローを喜ばせた
old longfellow loved that.	オールド・ロングフェローを大喜びさせた
open door (very hard lock)	ドアを開く(ロックが非常に強い)
operating theater terminal	手術室ターミナル
operators improved arm mod	オペレーターズ・腕・エンハンス
operators improved leg mod	オペレーターズ・脚・エンハンス
operators muffled limb mod	オペレーターズ・リム・静音
operators padded torso mod	オペレーターズ・胴体・パッド追加
overboss power chest piece	オーバーボスパワー胴体
pack biocommmesh torso mod	パックス・胴体・バイオコムメッシュ
pack strengthened limb mod	パックス・リム・堅牢化
parlor employee's terminal	パーラー従業員のターミナル
patchwork sweater & shorts	ツギハギセーターとショートパンツ
pipe gun glow reflex sight	パイプガン・グローリフレックスサイト
pipe gun hardened receiver	パイプガン・ハードレシーバー
pipe gun long light barrel	パイプガン・ロングライトバレル
pipe gun powerful receiver	パイプガン・パワフルレシーバー
pipe gun short recon scope	パイプガン・短距離リコンスコープ
pipe gun standard magazine	パイプガン・スタンダードマガジン
pipe gun standard receiver	パイプガン・スタンダードレシーバー
pipe revolver .38 receiver	パイプリボルバー・.38口径レシーバー
pipe revolver comfort grip	パイプリボルバー・コンフォートグリップ
pipe revolver medium scope	パイプリボルバー・中距離スコープ
pipe revolver muzzle brake	パイプリボルバー・マズルブレーキ
pipe revolver reflex sight	パイプリボルバー・リフレックスサイト
pipe revolver short barrel	パイプリボルバー・ショートバレル
piper is unhappy with you.	パイパーに不満を抱かれている
plasma gun beta wave tuner	プラズマ・ベータ線チューナー
plasma gun photon agitator	プラズマ・フォトンアジテイター
plasma gun standard sights	プラズマ・スタンダードサイト
polymer coating applicator	ポリマー塗装装置
poseidon radar transmitter	ポセイドン・レーダー送信機
power armor jetpack effect	パワーアーマー・ジェットパックエフェクト
power armor stealth effect	パワーアーマーのステルス効果
power cycle 1000 prototype	発電自転車1000のプロトタイプ
powered speaker (triangle)	動力スピーカー(三角形)
proctor quinlan's terminal	プロクター・クインランのターミナル
project manager's terminal	プロジェクト管理者のターミナル
protectron left hand laser	プロテクトロン左手レーザー
protectron left hand shock	プロテクトロン左手ショック
protectron right hand claw	プロテクトロン右手クロー
protectron right hand cryo	プロテクトロン右手冷却器
psycho: fortify perception	サイコ: 知覚を強化
puncturing pipe wrench mod	パイプレンチ・穿孔
questionable quantum water	微妙なクアンタム・ウォーター
racial commentor valentine	民族評論家バレンタイン
radx: radiation resistance	RAD-X: 放射能耐性
raider general goods stand	レイダーの日用品店
raider lead lined limb mod	レイダー・リム・鉛入り裏地
raider pneumatic torso mod	レイダー・胴体・空気制御
raider power headlamp blue	レイダーパワーヘッドランプ・ブルー
raider stabilized limb mod	レイダー・リム・安定化
railroad armored coat mk i	レールロード・アーマーコートMk I
railroad armored coat mk v	レールロード・アーマーコートMk V
railroad asbestos coat mod	レールロード・石綿裏地
railroad pocketed coat mod	レールロード・ポケット付き
railway rifle medium scope	レール・中距離スコープ
railway rifle reflex sight	レール・リフレックスサイト
railway rifle short barrel	レール・ショートバレル
randolph station update #1	ランドルフ・ステーションアップデート#1
randolph station update #2	ランドルフ・ステーションアップデート#2
randolph station update #3	ランドルフ・ステーションアップデート#3
randolph station update #4	ランドルフ・ステーションアップデート#4
randolph station update #5	ランドルフ・ステーションアップデート#5
randolph station update #6	ランドルフ・ステーションアップデート#6
range offset for lever gun	レバーガンの範囲相殺
rear barbaric spiked plate	リア野蛮スパイクプレート
rear factory storage armor	リア工業用ストレージアーマー
rear merciless toxic plate	リア無慈悲毒性プレート
rear warmonger toxic plate	リア好戦毒性プレート
remote garage door control	ガレージのドア遠隔操作
repair department terminal	修理部門のターミナル
resist: fatigue & lethargy	耐性: 疲労&無気力
right hand automatic laser	右手オートマチックレーザー
right hand hydraulic frame	右手油圧フレーム
right hand scattered laser	右手拡散レーザー
robobrain right smoke claw	ロボブレイン右スモーククロー
robot diagnostics terminal	ロボット診断ターミナル
robot workbench schematics	ロボット作業台の設計図
rumor about missing slaves	消えた奴隷に関する噂
rust devil gaming terminal	ラスト・デビルのゲームターミナル
schlocket conveyor control	シュロケットコンベアー制御
security override password	セキュリティオーバーライド・パスワード
sentry bot dummy voice bot	セントリーボット・ダミーボイスボット
sentry front factory armor	セントリー・フロント工場アーマー
sentry front voltaic frame	セントリー・フロント電流フレーム
sentry left arm grim plate	セントリー左腕残忍プレート
sentry left leg grim plate	セントリー左脚残忍プレート
sentry mid hydraulic frame	セントリー中央油圧フレーム
sentry rear actuated frame	セントリー・リア作動フレーム
sentry rear barbaric plate	セントリー・リア野蛮プレート
serrated blade machete mod	マチェット・ノコギリ状の刃
shadowed leather torso mod	レザー・胴体・シャドウ
sheng kawolski's house key	シェン・カウォルスキーの家のカギ
shipment of circuitry - 25	電気回路の注文票 - 25
shipment of circuitry - 50	電気回路の注文票 - 50
shipment of concrete - 100	コンクリートの注文票 - 100
shipment of concrete - 200	コンクリートの注文票 - 200
shocking puncturing rocket	穿孔ショックロケット
silver shroud calling card	シルバー・シュラウドの名刺
silver submachine gun prop	小道具のシルバー・サブマシンガン
small punctuation - period	小さい記号 - ピリオド
spotlight override program	スポットライト・オーバーライドプログラム
stun pack super sledge mod	スーパースレッジ・スタンパック
submachine gun compensator	サブマシンガン・コンペンセイター
submachine gun glow sights	サブマシンガン・グロウサイト
submachine gun short stock	サブマシンガン・ショートストック
super mutant bladed helmet	スーパーミュータント・ブレードヘルメット
super mutant chest harness	スーパーミュータント・チェストハーネス
super mutant shoulder rags	スーパーミュータント・ショルダーラグ
synth aerodynamic limb mod	シンス・リム・空力
synth laminated helmet mod	シンス・頭・ラミネート素材
synth lead lined torso mod	シンス・胴体・鉛入り裏地
synth nanofiliment arm mod	シンス・腕・ナノフィラメント素材
synth nanofiliment leg mod	シンス・脚・ナノフィラメント素材
syringer glow reflex sight	シリンジャー・グロウリフレックスサイト
syringer short recon scope	シリンジャー・短距離リコンスコープ
t-45 headlamp red tactical	T-45・ヘッドランプ・レッドタクティカル
t-51 headlamp red tactical	T-51・ヘッドランプ・レッドタクティカル
t-60 headlamp red tactical	T-60・ヘッドランプ・レッドタクティカル
tesla rifle shotgun barrel	テスラライフル・ショットガンバレル
top sinister noxious plate	トップシニスター有害プレート
trapper asbestos torso mod	トラッパー・胴体・石綿裏地
trapper buttressed arm mod	トラッパー・腕・強化
trapper buttressed leg mod	トラッパー・脚・強化
trapper cushioned limb mod	トラッパー・リム・衝撃保護
trapper hardened torso mod	トラッパー・胴体・硬化
trapper pocketed torso mod	トラッパー・胴体・ポケット付き
trapper tempered torso mod	トラッパー・胴体・鍛造
treads mid hydraulic frame	走行部中央油圧フレーム
universal firework control	ユニバーサル社花火制御
vadim and yefim's terminal	バディムとイェフィムのターミナル
valentine detective agency	バレンタイン探偵事務所
vault 75 admin access card	Vault 75管理者アクセスカード
vault 88 chemical research	Vault 88化学研究
vault suit dense torso mod	Vaultスーツ・高密度化
vault suit shielded lining	Vaultスーツ・防護裏地
vault-tec control room key	Vault-Tec制御室のカギ
vault-tec: among the stars	Vault-Tec:アマング・ザ・スター
wasteland workshop - cages	ワークショップ - 檻
wattz consumer electronics	ワット・エレクトロニクス
weatherby investment trust	ウェザービー投資信託
x-01 headlamp red tactical	X-01・ヘッドランプ・レッドタクティカル
x6-88 is unhappy with you.	X6-88に不満を抱かれている
your command was rejected.	コマンドが拒否されました
10mm heavy frame receiver	10mm・ヘビーフレームレシーバー
10mm light frame receiver	10mm・ライトフレームレシーバー
addiction lorenzo's serum	中毒 - ロレンゾ血清
addiction: reduce agility	中毒:敏捷性DOWN
alcohol: fortify charisma	アルコール: カリスマを強める
alcohol: fortify strength	アルコール: 筋力を強める
alert - intruder detected	警告 - 侵入者を探知
alien blaster long barrel	エイリアン・ロングバレル
alien blaster short scope	エイリアン・短距離スコープ
aluminium rolling pin mod	ローリングピン・アルミ
animatronic alien blaster	アニマトロニック・エイリアンブラスター
animatronic alien race fx	アニマトロニック・エイリアン・レースFX
armor mod hide in shadows	アーマーモジュール・ハイド・イン・シャドー
assault rifle compensator	アサルト・コンペンセイター
assault rifle long barrel	アサルト・ロングバレル
assault rifle short scope	アサルト・短距離スコープ
assault rifle short stock	アサルト・ショートストック
assaultron left hand claw	アサルトロン左手クロー
assaultron left leg armor	アサルトロン左脚アーマー
atrium - inner corner mid	アトリウム - 内側の角の中央
atrium - inner corner top	アトリウム - 内側の角の上部
automatic piston receiver	オートマチックピストンレシーバー
bedford station recording	ベッドフォード駅の録音
behemoth slam area effect	ベヒモス・スラム範囲効果
bioscience systems access	バイオサイエンス・システム・アクセス
boston airport alias cell	ボストン空港エイリアスセル
brain extraction terminal	脳抽出ターミナル
brother edmund's journals	ブラザー・エドムンドの日誌
brotherhood lancer-knight	B.O.S.ランサー・ナイト
brotherhood of steel flag	B.O.S.の旗
brotherhood senior scribe	B.O.S.シニア・スクライブ
brotherhood signal beacon	B.O.S.シグナルビーコン
cait is unhappy with you.	ケイトに不満を抱かれている
cambridge academic center	ケンブリッジ研究センター
captain wabash's terminal	ウォバシュ大尉のターミナル
championship bowling ball	チャンピオンシップ・ボウリングボール
charles view amphitheater	チャールズビュー野外劇場
chief engineer's terminal	チーフ・エンジニアのターミナル
child of atom simple rags	チャイルド・オブ・アトムのシンプルラグ
christopher columbus park	クリストファー・コロンブス公園
combat asbestos torso mod	コンバット・胴体・石綿裏地
combat cushioned limb mod	コンバット・リム・衝撃保護
combat pocketed torso mod	コンバット・胴体・ポケット付き
combat rifle .38 receiver	ライフル・.38口径レシーバー
combat rifle medium scope	ライフル・中距離スコープ
combat rifle muzzle brake	ライフル・マズルブレーキ
combat rifle short barrel	ライフル・ショートバレル
combat shotgun full stock	ショットガン・フルストック
combat shotgun long scope	ショットガン・長距離スコープ
combat shotgun suppressor	ショットガン・サプレッサー
control terminal password	管理ターミナルのパスワード
conveyor belt - left turn	コンベアーベルト - 左折
cranberry island shed key	クランベリー島の倉庫のカギ
cryolater standard barrel	クライオ・スタンダードバレル
cryolater standard sights	クライオ・スタンダードサイト
cure addiction daytripper	中毒回復 - デイトリッパー
customer service terminal	カスタマーサービスのターミナル
cybernetic pain inhibitor	サイバネティック・ペイン・サプレッサー
dc guard padded torso mod	DCガード・胴体・パッド追加
deliverer extended barrel	デリバラー・延長バレル
deliverer quick eject mag	デリバラー・クイックイジェクトマガジン
deliverer standard sights	デリバラー・スタンダードサイト
det. mcdonnell's holotape	マクドネル刑事のホロテープ
detect life hostile cloak	敵生命体検知
director's recording #108	支配人の記録#108
disciples braced limb mod	ディサイプルズ・リム・補強
disciples dense torso mod	ディサイプルズ・胴体・高密度化
disciples metal right arm	ディサイプルズメタルアーマー：右腕
disciples metal right leg	ディサイプルズメタルアーマー：右脚
disciples spiked left arm	ディサイプルズスパイクアーマー：左腕
disciples spiked left leg	ディサイプルズスパイクアーマー：左脚
dnprime bridge01 location	DNプライム ブリッジ01 ロケーション
dnprime bridge02 location	DNプライム ブリッジ02 ロケーション
